match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,is_wicket
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,13,5,Tailender 5,Virat Kohli,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,13,6,Virat Kohli,Tailender 5,Mitchell Starc,0,0,0,0,0,0,0,0,0,Virat Kohli,stumped,Sunil Narine,1
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,1,Tailender 5,Tailender 6,Harshit Rana,0,0,0,0,0,0,4,0,4,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,2,Tailender 5,Tailender 6,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,3,Tailender 6,Tailender 5,Harshit Rana,0,0,0,0,0,0,4,0,4,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,4,Tailender 6,Tailender 5,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,5,Tailender 5,Tailender 6,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,14,6,Tailender 5,Tailender 6,Harshit Rana,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,1,Tailender 6,Tailender 5,Andre Russell,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,2,Tailender 6,Tailender 5,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,3,Tailender 6,Tailender 5,Andre Russell,0,0,0,0,0,0,2,0,2,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,4,Tailender 6,Tailender 5,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,5,Tailender 5,Tailender 6,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,15,6,Tailender 5,Tailender 6,Andre Russell,0,0,0,0,0,0,4,0,4,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,1,Tailender 6,Tailender 5,Sunil Narine,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,2,Tailender 6,Tailender 5,Sunil Narine,0,0,0,0,0,0,0,0,0,Tailender 6,lbw,,1
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,3,Tailender 7,Tailender 5,Sunil Narine,0,0,0,0,0,0,0,0,0,Tailender 7,bowled,,1
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,4,Tailender 8,Tailender 5,Sunil Narine,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,5,Tailender 8,Tailender 5,Sunil Narine,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,16,6,Tailender 5,Tailender 8,Sunil Narine,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,1,Tailender 8,Tailender 5,Varun Chakravarthy,0,1,0,0,0,0,0,1,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,2,Tailender 8,Tailender 5,Varun Chakravarthy,0,0,0,0,1,0,4,1,5,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,3,Tailender 8,Tailender 5,Varun Chakravarthy,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,4,Tailender 8,Tailender 5,Varun Chakravarthy,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,5,Tailender 8,Tailender 5,Varun Chakravarthy,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,17,6,Tailender 5,Tailender 8,Varun Chakravarthy,0,0,0,0,0,0,4,0,4,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,1,Tailender 8,Tailender 5,Mitchell Starc,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,2,Tailender 8,Tailender 5,Mitchell Starc,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,3,Tailender 8,Tailender 5,Mitchell Starc,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,4,Tailender 8,Tailender 5,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,5,Tailender 5,Tailender 8,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,18,6,Tailender 8,Tailender 5,Mitchell Starc,0,0,0,1,0,0,0,1,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,1,Tailender 5,Tailender 8,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,2,Tailender 8,Tailender 5,Harshit Rana,0,1,0,0,0,0,0,1,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,3,Tailender 8,Tailender 5,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,4,Tailender 5,Tailender 8,Harshit Rana,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,5,Tailender 5,Tailender 8,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,19,6,Tailender 8,Tailender 5,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,20,1,Tailender 5,Tailender 8,Andre Russell,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,20,2,Tailender 5,Tailender 8,Andre Russell,0,0,0,0,0,0,6,0,6,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,20,3,Tailender 5,Tailender 8,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
50,2,Royal Challengers Bengaluru,Kolkata Knight Riders,20,4,Tailender 5,Tailender 8,Andre Russell,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,1,Shubman Gill,David Miller,Ravindra Jadeja,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,2,Shubman Gill,David Miller,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,3,Shubman Gill,David Miller,Ravindra Jadeja,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,4,Shubman Gill,David Miller,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,5,Shubman Gill,David Miller,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,1,6,David Miller,Shubman Gill,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,1,Shubman Gill,David Miller,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,2,Shubman Gill,David Miller,Deepak Chahar,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,3,David Miller,Shubman Gill,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,4,David Miller,Shubman Gill,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,5,David Miller,Shubman Gill,Deepak Chahar,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,2,6,Shubman Gill,David Miller,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,1,David Miller,Shubman Gill,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,2,Shubman Gill,David Miller,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,3,Shubman Gill,David Miller,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,4,Shubman Gill,David Miller,Matheesha Pathirana,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,5,Shubman Gill,David Miller,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,3,6,Shubman Gill,David Miller,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,4,1,Shubman Gill,David Miller,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,4,2,Shubman Gill,David Miller,Shardul Thakur,0,0,0,0,0,0,0,0,0,Shubman Gill,bowled,,1
51,1,Gujarat Titans,Chennai Super Kings,4,3,Sai Sudharsan,David Miller,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,4,4,David Miller,Sai Sudharsan,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,4,5,David Miller,Sai Sudharsan,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,4,6,Sai Sudharsan,David Miller,Shardul Thakur,0,0,0,0,0,0,0,0,0,Sai Sudharsan,caught,Ravindra Jadeja,1
51,1,Gujarat Titans,Chennai Super Kings,5,1,David Miller,Matthew Wade,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,5,2,Matthew Wade,David Miller,Maheesh Theekshana,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,5,3,Matthew Wade,David Miller,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,5,4,Matthew Wade,David Miller,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,5,5,Matthew Wade,David Miller,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,5,6,David Miller,Matthew Wade,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,6,1,Matthew Wade,David Miller,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,6,2,Matthew Wade,David Miller,Ravindra Jadeja,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,6,3,Matthew Wade,David Miller,Ravindra Jadeja,0,0,0,1,0,0,0,1,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,6,4,Matthew Wade,David Miller,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,Matthew Wade,run out,Matheesha Pathirana,1
51,1,Gujarat Titans,Chennai Super Kings,6,5,Rahul Tewatia,David Miller,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,6,6,David Miller,Rahul Tewatia,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,1,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,2,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,3,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,4,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,5,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,7,6,Rahul Tewatia,David Miller,Deepak Chahar,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,8,1,Rahul Tewatia,David Miller,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,8,2,David Miller,Rahul Tewatia,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,David Miller,bowled,,1
51,1,Gujarat Titans,Chennai Super Kings,8,3,Tailender 5,Rahul Tewatia,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,8,4,Tailender 5,Rahul Tewatia,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,8,5,Tailender 5,Rahul Tewatia,Matheesha Pathirana,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,8,6,Tailender 5,Rahul Tewatia,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,1,Rahul Tewatia,Tailender 5,Shardul Thakur,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,2,Rahul Tewatia,Tailender 5,Shardul Thakur,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,3,Rahul Tewatia,Tailender 5,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,4,Tailender 5,Rahul Tewatia,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,5,Rahul Tewatia,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,9,6,Rahul Tewatia,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,10,1,Tailender 5,Rahul Tewatia,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,10,2,Rahul Tewatia,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,10,3,Tailender 5,Rahul Tewatia,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,10,4,Tailender 5,Rahul Tewatia,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,10,5,Rahul Tewatia,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,Rahul Tewatia,lbw,,1
51,1,Gujarat Titans,Chennai Super Kings,10,6,Tailender 6,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,1,Tailender 5,Tailender 6,Ravindra Jadeja,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,2,Tailender 5,Tailender 6,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,3,Tailender 5,Tailender 6,Ravindra Jadeja,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,4,Tailender 5,Tailender 6,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,5,Tailender 6,Tailender 5,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,11,6,Tailender 5,Tailender 6,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,1,Tailender 6,Tailender 5,Deepak Chahar,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,2,Tailender 6,Tailender 5,Deepak Chahar,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,3,Tailender 5,Tailender 6,Deepak Chahar,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,4,Tailender 5,Tailender 6,Deepak Chahar,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,5,Tailender 5,Tailender 6,Deepak Chahar,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,12,6,Tailender 6,Tailender 5,Deepak Chahar,0,0,0,0,0,0,0,0,0,Tailender 6,bowled,,1
51,1,Gujarat Titans,Chennai Super Kings,13,1,Tailender 5,Tailender 7,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,13,2,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,13,3,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,13,4,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,13,5,Tailender 5,Tailender 7,Matheesha Pathirana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,13,6,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,1,Tailender 5,Tailender 7,Shardul Thakur,0,1,0,0,0,0,0,1,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,2,Tailender 5,Tailender 7,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,3,Tailender 7,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,4,Tailender 7,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,5,Tailender 7,Tailender 5,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,14,6,Tailender 5,Tailender 7,Shardul Thakur,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,1,Tailender 7,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,2,Tailender 7,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,3,Tailender 5,Tailender 7,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,4,Tailender 5,Tailender 7,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,5,Tailender 7,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,15,6,Tailender 7,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,1,Tailender 5,Tailender 7,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,2,Tailender 7,Tailender 5,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,3,Tailender 7,Tailender 5,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,4,Tailender 5,Tailender 7,Ravindra Jadeja,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,5,Tailender 5,Tailender 7,Ravindra Jadeja,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,16,6,Tailender 7,Tailender 5,Ravindra Jadeja,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,1,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,2,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,3,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,4,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,2,0,2,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,5,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,17,6,Tailender 5,Tailender 7,Deepak Chahar,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,18,1,Tailender 7,Tailender 5,Matheesha Pathirana,0,1,0,0,0,0,0,1,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,18,2,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,18,3,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,18,4,Tailender 7,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,Tailender 7,lbw,,1
51,1,Gujarat Titans,Chennai Super Kings,18,5,Tailender 8,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,18,6,Tailender 8,Tailender 5,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,Tailender 8,run out,Matheesha Pathirana,1
51,1,Gujarat Titans,Chennai Super Kings,19,1,Tailender 5,Tailender 9,Shardul Thakur,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,19,2,Tailender 9,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,19,3,Tailender 9,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,19,4,Tailender 9,Tailender 5,Shardul Thakur,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,19,5,Tailender 9,Tailender 5,Shardul Thakur,0,0,0,0,0,0,0,0,0,Tailender 9,run out,Matheesha Pathirana,1
51,1,Gujarat Titans,Chennai Super Kings,19,6,Tailender 10,Tailender 5,Shardul Thakur,0,0,0,0,0,0,4,0,4,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,1,Tailender 5,Tailender 10,Maheesh Theekshana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,2,Tailender 5,Tailender 10,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,3,Tailender 5,Tailender 10,Maheesh Theekshana,0,0,0,0,0,0,6,0,6,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,4,Tailender 5,Tailender 10,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,5,Tailender 10,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,,,,0
51,1,Gujarat Titans,Chennai Super Kings,20,6,Tailender 10,Tailender 5,Maheesh Theekshana,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,1,MS Dhoni,Ruturaj Gaikwad,Rashid Khan,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,2,MS Dhoni,Ruturaj Gaikwad,Rashid Khan,0,0,0,0,0,0,6,0,6,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,3,MS Dhoni,Ruturaj Gaikwad,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,4,Ruturaj Gaikwad,MS Dhoni,Rashid Khan,0,0,0,0,0,0,4,0,4,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,5,Ruturaj Gaikwad,MS Dhoni,Rashid Khan,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,1,6,Ruturaj Gaikwad,MS Dhoni,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,1,Ruturaj Gaikwad,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,2,Ruturaj Gaikwad,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,3,Ruturaj Gaikwad,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,4,0,4,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,4,Ruturaj Gaikwad,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,2,0,2,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,5,Ruturaj Gaikwad,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,2,6,MS Dhoni,Ruturaj Gaikwad,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,1,MS Dhoni,Ruturaj Gaikwad,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,2,MS Dhoni,Ruturaj Gaikwad,Mohit Sharma,0,0,0,0,0,0,2,0,2,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,3,MS Dhoni,Ruturaj Gaikwad,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,4,MS Dhoni,Ruturaj Gaikwad,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,5,MS Dhoni,Ruturaj Gaikwad,Mohit Sharma,0,0,0,0,0,0,1,0,1,,,,0
51,2,Chennai Super Kings,Gujarat Titans,3,6,Ruturaj Gaikwad,MS Dhoni,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
